,artist_uri,artist_name
70,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,Lynyrd Skynyrd
71,spotify:artist:29kkCKKGXheHuoO829FxWK,Boston
73,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,Toto
74,spotify:artist:2hl0xAkS2AIRAu23TVMBG1,Kansas
75,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Queen
80,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses
81,spotify:artist:3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival
82,spotify:artist:27T030eWyCQRmDyuvr1kxY,Scorpions
83,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,Rush
90,spotify:artist:7lXgbtBDcCRbfc5f8FhGUL,Hoody
91,spotify:artist:2e4G04F77jxVuDYo44TCSm,Loco
92,spotify:artist:0hT0UrjmzkLJouAT52ck6j,Park Kyung
94,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,BTS
95,spotify:artist:3g34PW5oNmDBxMVUTzx2XK,Lovelyz
96,spotify:artist:7cVZApDoQZpS447nHTsNqu,LEE HI
98,spotify:artist:3uGFTJ7JMllvhgGpumieHF,Ailee
99,spotify:artist:1ukccHTdm6Xjmag0QLNJBx,Miso
100,spotify:artist:5HenzRvMtSrgtvU16XAoby,Zion.T
102,spotify:artist:2JhAlkmukNvarUpGhTFXUQ,KARD
105,spotify:artist:31oLAWK0QuX1XLh6FmlTye,Soyou & Junggigo
106,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,Jay Park
109,spotify:artist:4XpUIb8uuNlIWVKmgKZXC0,Zico
114,spotify:artist:41MozSoPIsD1dJM0CLPjZF,BLACKPINK
115,spotify:artist:1sVSMPPNMMSZ7cQNfbvMOe,Eddy Kim
116,spotify:artist:6zhAP0FoDccL9kuETOC20q,Jung Yong Hwa
118,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,CNBLUE
121,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,Apink
123,spotify:artist:4U80LJd8sG6U9YTFP5izka,Suzy
124,spotify:artist:4ufh0WuMZh6y4Dmdnklvdl,BAEKHYUN
126,spotify:artist:3JsHnjpbhX4SnySpvpa9DK,V
127,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG
131,spotify:artist:30b9WulBM8sFuBo17nNq9c,G-DRAGON
133,spotify:artist:7F3F1w0FK3HYyNLe3wE56T,SOL
134,spotify:artist:6udveWUgX4vu75FF0DTrXV,TAEYANG
135,spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv,AKDONG MUSICIAN
138,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O,EXO
140,spotify:artist:3UwlejyX2b458azZ7eCnHb,Hyuna
146,spotify:artist:05uheFGPahVh2nHIZK1KuB,Jenyer
148,spotify:artist:6LPOT9C3gvGQHxlZtMLHHg,YEZI
149,spotify:artist:0bxSJJ7V2M4Zb9lpRzWPD8,JIMIN (AOA)
154,spotify:artist:436sYg6CZhNefQJogaXeK0,Camille Saint-Saëns
156,spotify:artist:32zeX1IoVKAGWMyy1isKUq,No Vacation
158,spotify:artist:5BCnLrqpwYtufR1bDWn0hG,Banes World
160,spotify:artist:5712BvYQ5m5Wcah576OFH4,PWR BTTM
161,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,Tears For Fears
162,spotify:artist:3g3ew6TtLErig0QaTcSaPt,Natureboy
163,spotify:artist:4jCIAMb0zEArF3GYEYzoDk,Joy Again
166,spotify:artist:5M0HAqHXyOh3q7WQnvce8o,Part Time
170,spotify:artist:4wyNyxs74Ux8UIDopNjIai,King Krule
171,spotify:artist:5gcDZA9xXCOspWgQilUYIu,The Preatures
172,spotify:artist:4OrizGCKhOrW6iDDJHN9xd,DIIV
173,spotify:artist:5QP6YlOw9QlFgb6pRG6euk,Gazebos
174,spotify:artist:3h0MN1neFknEvlYKxFmSQW,Tacocat
175,spotify:artist:5kxbczSLck59eyR8GDsHd6,Army Navy
176,spotify:artist:4Xo1N4V7w6qX23OHAPcLCe,The Lonely Forest
177,spotify:artist:78inRkIIF0n9R9I2HPoWP7,Rooney
178,spotify:artist:3MM8mtgFzaEJsqbjZBSsHJ,Bloc Party
179,spotify:artist:5IWCU0V9evBlW4gIeGY4zF,Waxahatchee
180,spotify:artist:2Jv5eshHtLycR6R8KQCdc4,Grizzly Bear
182,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend
183,spotify:artist:1ZFl1BJzJDj3SdxLD4P48Z,The Babies
184,spotify:artist:0vRO9bFgOrDoFtLcDHV8b6,Kopecky
185,spotify:artist:1kDGbuxWknIKx4FlgWxiSp,Nothing But Thieves
186,spotify:artist:4mLJ3XfOM5FPjSAWdQ2Jk7,Dr. Dog
187,spotify:artist:43O3c6wewpzPKwVaGEEtBM,My Morning Jacket
188,spotify:artist:2i9uaNzfUtuApAjEf1omV8,Wet
190,spotify:artist:57vWImR43h4CaDao012Ofp,Steve Lacy
191,spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA,BROCKHAMPTON
193,spotify:artist:0oiw7PY6VPt7w2KsV9Xhcu,A.Dd+
194,spotify:artist:7sV1sLUCpxr8MVlu0GyVU5,Antwon
196,spotify:artist:2y246nnP9pQT0E6v3ZMMOO,Night Lovell
197,spotify:artist:1EotkJocwHvhFOAsoOj1jJ,bo en
200,spotify:artist:1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex
202,spotify:artist:6mOWFF6HJ6krnIpW0CHLQm,dandelion hands
203,spotify:artist:4AGNJdJiVltImYk1UTLE0K,Sports
204,spotify:artist:1GLtl8uqKmnyCWxHmw9tL4,The Kooks
205,spotify:artist:5JLqvjW3Nyom2OsRUyFsS9,Xiu Xiu
206,spotify:artist:5juac7bFYyLKmV0VGSyaKM,Moose
211,spotify:artist:2JSc53B5cQ31m0xTB7JFpG,Rogue Wave
216,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,Weezer
217,spotify:artist:3agnCimLdkVM3mc4PFJUxC,Meltycanon
220,spotify:artist:7hAolICGSgXJuM6DUpK5rp,Chairlift
221,spotify:artist:247AfC9pLuqwgpH8Mo96oA,Connan Mockasin
222,spotify:artist:7AQzXO3NPNQsI7oNu5rC3r,Marcy Playground
223,spotify:artist:5gSzpQeKekCGJTR9hcWwKF,Concorde
224,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey
226,spotify:artist:0botW5W7KGHTm8BkLemEH8,"Parks, Squares and Alleys"
227,spotify:artist:3u1ulLq00Y3bfmq9FfjsPu,Ween
228,spotify:artist:2NmK5FyrQ18HOPXq1UBzqa,SWV
229,spotify:artist:2awB7Ol181cocZcLLNBBAh,Fazerdaze
230,spotify:artist:5W5qK44etRPdYVC1YkfUfW,Mons Vi
231,spotify:artist:5LXEAEGrpKQtpyCu2sZuWu,Oingo Boingo
236,spotify:artist:0pg0Zm8FsGAYy5kdHuBnSo,salvia palth
237,spotify:artist:1WXAzKcld8b4tZIteRi14G,Blonde Tongues
238,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens
239,spotify:artist:4jLcgJjDGmW0HmvbSf6lEI,How To Dress Well
241,spotify:artist:4V4Z3qMCwYofWHtip6ePF6,Bobby Caldwell
242,spotify:artist:16bN8mhtDFdegWbg0z3s10,Hüsker Dü
247,spotify:artist:4K3NWDwBIxgktui14SccR2,The Vapors
248,spotify:artist:3X03NfrYVLMXS2kz13t5WU,Lets Kill Janice
249,spotify:artist:7COP1HCvVq1cIpZcLQYoNe,Bedroom
251,spotify:artist:3K6DKtqcjx8Vs5XEaTgZv7,The Truth
252,spotify:artist:31evTYWkEAH8qiDQxQ1Ho0,Gift
253,spotify:artist:04QGT0sr98LHIUjqPJ4RG4,Floh de Cologne
254,spotify:artist:05reBfXcMPyOkKQN3w3nnS,May Blitz
255,spotify:artist:70KRtY1QWEurUeM3wuzpG1,Jehst
256,spotify:artist:2yN6bq26wynQcRuPkBYTDb,Black Moon
257,spotify:artist:17Q9sCBpIyS6yM2YyaI6R4,Lords Of The Underground
258,spotify:artist:62JorFOkIjXHHU7GMT9r77,Rod McKuen
259,spotify:artist:6ki33aLoMVqki3QYXELrer,John SaFranko
260,spotify:artist:0d7aBBLFcc4dlETnae6zcH,WHY?
261,spotify:artist:339XMxg3AyRbEfeIAlxB2c,Varsity
263,spotify:artist:2D4FOOOtWycb3Aw9nY5n3c,Declan McKenna
265,spotify:artist:0oBsnAC3fzYkTHF3bkfNx6,Phony Ppl
266,spotify:artist:0bzfPKdbXL5ezYW2z3UGQj,Michael Kiwanuka
267,spotify:artist:0iOVhN3tnSvgDbcg25JoJb,Etta James
268,spotify:artist:4bcaz6nXnH8LTRiXALe8XV,Jawbreaker
269,spotify:artist:2KWOkrj19TKU1ik6tugH4y,Naked Raygun
272,spotify:artist:04GCjO1r1hPelibCUq9S8H,Fog Lake
273,spotify:artist:6ft7JnxMyZhp7N52qzHymY,Vansire
274,spotify:artist:2OaU1tu6tdscWuRIry08Gs,Good Good Blood
275,spotify:artist:62bdZHVpBgv8SRJ9bRfSWE,Ourselves the Elves
276,spotify:artist:2D0wm8aDnVrcljPwg2GM75,Odina
277,spotify:artist:3WPt7OfKDirWGEDH9kHahw,Boyscott
278,spotify:artist:7GbMKpjxObo2JZGvKQovjr,Suburban Lawns
279,spotify:artist:5J81VungUjSVHxlPpTI9KG,Mild High Club
280,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins
281,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4,Oasis
282,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,Aerosmith
283,spotify:artist:73JEBdDEFeVaOLg3y0HhBD,Natalie Merchant
284,spotify:artist:0TImkz4nPqjegtVSMZnMRq,TLC
286,spotify:artist:0dlOr0VIysztGWvU1dpjmP,Natalie Imbruglia
287,spotify:artist:4a7CDXcRCXi4kp5z7SEXtg,Lisa Loeb & Nine Stories
288,spotify:artist:3X458ddYA2YcVWuVIGGOYe,Toni Braxton
289,spotify:artist:4NgNsOXSwIzXlUIJcpnNUp,Sarah McLachlan
290,spotify:artist:2cGwlqi3k18jFpUyTrsR84,The Verve
291,spotify:artist:02da1vDJ2hWqfK7aJL6SJm,Soul Asylum
292,spotify:artist:242iqFnwNhlidVBMI9GYKp,The Verve Pipe
293,spotify:artist:2mpeljBig2IXLXRAFO9AAs,Dido
294,spotify:artist:47zz7sob9NUcODy0BTDvKx,Sade
295,spotify:artist:4mesemBJJwnGX6tRaMvGbn,DNA
296,spotify:artist:08ct2eZF5lUPdJpHwNKWof,Hootie & The Blowfish
297,spotify:artist:1EeArivTpzLNCqubV95255,Cali Swag District
298,spotify:artist:3sgFRtyBnxXD5ESfmbK4dl,LMFAO
299,spotify:artist:7GXXMm3DB1VswVcuGyInUd,Vanilla Ice
300,spotify:artist:53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers
301,spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida
304,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson
305,spotify:artist:3TQ9JTBI2n2hfo7aRONEYV,Sir Mix-A-Lot
306,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk
307,spotify:artist:4AWzJ0jYO43xrWkQ4O7R5x,Mr. C The Slide Man
308,spotify:artist:7mEIug7XUlQHikrFxjTWes,Neil Diamond
309,spotify:artist:0lax1ZgWclW6mZFaGu27MM,Cupid
310,spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga
312,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk
314,spotify:artist:0TnOYISbd1XYRBk9myaseg,Pitbull
316,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna
317,spotify:artist:3FUY2gzHeIiaesXtOAdB7A,Train
318,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj
320,spotify:artist:4apX9tIeHb85yPyy4F6FJG,Wild Cherry
321,spotify:artist:5anDRAnt2u0S0vwgotMYX7,Old School Players
323,spotify:artist:41qil2VaGbD194gaEcmmyx,Will Smith
325,spotify:artist:2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers
327,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran
328,spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars
329,spotify:artist:0L6Gwm0JDrgIQJfjarWSUR,Edwin McCain
330,spotify:artist:4phGZZrJZRo4ElhRtViYdl,Jason Mraz
331,spotify:artist:0lJlKQvuM2Sd9DPPyUXcHg,Sixpence None The Richer
332,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3,American Authors
333,spotify:artist:05RZIdfz59ZW2FvFuwnmNK,K-Ci & JoJo
334,spotify:artist:6xeFne1rkxMhKSW3ipvkdV,Toploader
335,spotify:artist:6aZyMrc4doVtZyKNilOmwu,Colbie Caillat
337,spotify:artist:2TI7qyDE0QfyOlnbtfDo7L,Dave Matthews Band
340,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts
346,spotify:artist:4tX2TplrkIP4v05BNC903e,Tom Petty and the Heartbreakers
347,spotify:artist:6MF9fzBmfXghAz953czmBC,Taio Cruz
348,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,Tiësto
349,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,The Lumineers
353,spotify:artist:0AuW7OCyKfFrsMbtHrYgIV,House Of Pain
354,spotify:artist:2zrZfs23sjuHDv4E6YRmNf,Kris Kross
355,spotify:artist:2MGT7CYlixSPxAnnkhLpaA,Next
358,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,Florida Georgia Line
360,spotify:artist:6MDME20pz9RveH9rEXvrOM,Clean Bandit
361,spotify:artist:2l35CQqtYRh3d8ZIiBep4v,MKTO
362,spotify:artist:25uiPmTg16RbhZWAqwLBy5,Charli XCX
363,spotify:artist:7CajNmpbOovFoOoasH2HaY,Calvin Harris
364,spotify:artist:4obzFoKoKRHIphyHzJ35G3,Becky G
365,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande
366,spotify:artist:5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis
368,spotify:artist:1ASwPvvha7hLm91YXu6yJJ,The Aranbee Pop Symphony Orchestra
370,spotify:artist:2Tz1DTzVJ5Gyh8ZwVr6ekU,STRFKR
371,spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K,311
372,spotify:artist:02seUFsFQP7TH4hLrTj77o,Nathaniel Rateliff & The Night Sweats
373,spotify:artist:2QMMktUMtwMSwUZATX1cRO,Toadies
374,spotify:artist:4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age
375,spotify:artist:7t0rwkOPGlDPEhaOcVtOt9,The Cranberries
376,spotify:artist:1cXi8ALPQCBHZbf0EgP4Ey,Misfits
379,spotify:artist:5aPH21KxzBBb7SZTpuITrC,Willy Moon
380,spotify:artist:3brlG1zNhqIkYhdneCaPVi,The Flys
381,spotify:artist:5INjqkS1o8h1imAzPqGZBb,Tame Impala
382,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,Sia
384,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys
385,spotify:artist:2t9yJDJIEtvPmr2iRIdqBf,Fink
386,spotify:artist:7FDlvgcodNfC0IBdWevl4u,James Vincent McMorrow
387,spotify:artist:1Fr6agZ6iSM5Ynn2k4C8sc,VÉRITÉ
388,spotify:artist:7e1ICztHM2Sc4JNLxeMXYl,dvsn
389,spotify:artist:02A3cEvlLLCbIMVDrK2GHV,Starley
390,spotify:artist:4Ui2kfOqGujY81UcPrb5KE,HAIM
391,spotify:artist:4u5smJBskI6Adzv08PuiUP,Kiiara
392,spotify:artist:6zVFRTB0Y1whWyH7ZNmywf,Tash Sultana
393,spotify:artist:0VQKssIfRKfSd7IfW3JIP1,Thomston
395,spotify:artist:5cIc3SBFuBLVxJz58W2tU9,Oh Wonder
396,spotify:artist:2xe8IXgCTpwHE3eA9hTs4n,Banks
397,spotify:artist:59wfkuBoNyhDMQGCljbUbA,Diddy
398,spotify:artist:6nxWCVXbOlEVRexSbLsTer,Flume
399,spotify:artist:1KlUwB6uFECMC3zzvFvykx,Niia
400,spotify:artist:26VFTg2z8YR0cCuwLzESi2,Halsey
401,spotify:artist:2xGCGoulmU85qYdpb2Z4xx,Elliot Moss
402,spotify:artist:3D6cosC5ZOLCpRxt6T3XS7,The Kite String Tangle
403,spotify:artist:3Bd1cgCjtCI32PYvDC3ynO,London Grammar
404,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino
405,spotify:artist:49tQo2QULno7gxHutgccqF,LANY
406,spotify:artist:23EA28263XvtIrXuySX6oI,Francis and the Lights
407,spotify:artist:1Y6h5hMy5IgqxMvRfn1NB9,Water Park
408,spotify:artist:380fnmlGnkyueBMqGWx2k5,Joe Goddard
409,spotify:artist:21UJ7PRWb3Etgsu99f8yo8,Stereophonics
411,spotify:artist:4WN5naL3ofxrVBgFpguzKo,Rudimental
412,spotify:artist:6msJKphD3VXZPItnztefdH,Stateless
413,spotify:artist:79hrYiudVcFyyxyJW0ipTy,The Paper Kites
414,spotify:artist:5TcPijsr7sstBFVAMNfdIm,Yeo
415,spotify:artist:5CEZ2102fh2JlfPrsBdSeJ,GOSTO
416,spotify:artist:1BdgyHJZID1ceLLg31KyAv,Sol Rising
417,spotify:artist:6Paz0vXJJ9bCPf0fEm3qzg,Dagny
418,spotify:artist:0cmWgDlu9CwTgxPhf403hb,Bonobo
419,spotify:artist:2hwy5DELim1AxB1sHPqn4y,Gotts Street Park
420,spotify:artist:2AcUPzkVWo81vumdzeLLRN,Rhye
421,spotify:artist:26GHRG8x1F4AzbCKzUaIbw,Aquilo
422,spotify:artist:2tT6SE9nGCYXysoJ4qicsZ,BASECAMP
423,spotify:artist:0hDjKSKjl1DC7ovYTDJHe8,Bruno Major
424,spotify:artist:5Rja2iSIMNhzHMRoKzHKNX,Alpines
425,spotify:artist:0lzV2CiahHRiGd6qpADtPS,James Hersey
426,spotify:artist:2gsggkzM5R49q6jpPvazou,Jessie J
428,spotify:artist:6nS5roXSAGhTGr34W6n7Et,Disclosure
429,spotify:artist:19m3oZKjGSLzVW0OGIAcNg,George Maple
430,spotify:artist:7kFfY4UjNdNyaeUgLIEbIF,DeJ Loaf
431,spotify:artist:422RLznpwUa5FsQgnTlgUH,Great Good Fine Ok
432,spotify:artist:7A2x4Urpc4VKF1pb7qnNqD,John Splithoff
434,spotify:artist:3cmUhYaAl8ZVz3coS1T3VC,Asta
435,spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth
436,spotify:artist:1wzBqAvtFexgKHjt7i3ena,Fred V & Grafix
437,spotify:artist:2xaAOVImG2O6lURwqperlD,Catfish and the Bottlemen
439,spotify:artist:26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant
440,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers
443,spotify:artist:6VDdCwrBM4qQaGxoAyxyJC,Cold War Kids
445,spotify:artist:2qk9voo8llSGYcZ6xrBzKx,Kings of Leon
446,spotify:artist:1moxjboGR7GNWYIMWsRjgG,Florence + The Machine
448,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles
452,spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day
454,spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron
456,spotify:artist:4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man
457,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,alt-J
459,spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx,Grouplove
462,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,Gorillaz
465,spotify:artist:7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra
466,spotify:artist:6GkJh85o22LfD2vgL9DP6f,Dirty Heads
471,spotify:artist:69MEO1AADKg1IZrq2XLzo5,UB40
473,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie
476,spotify:artist:320EPCSEezHt1rtbfwH6Ck,The Monkees
480,spotify:artist:2RQXRUsr4IW1f3mKyKsy4B,Noah Kahan
483,spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson
484,spotify:artist:1nivFfWu6oXBFDNyVfFU5x,The Cadillac Three
485,spotify:artist:68abRTdO4meYReMWHvBYb0,Chris Lane
486,spotify:artist:2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt
487,spotify:artist:4mxWe1mtYIYfP040G38yvS,Alan Jackson
488,spotify:artist:6PjV05LlULv9XmFu7HeAia,Wheeler Walker Jr.
489,spotify:artist:26opZSJcXshCmCwxgZQmBc,Whiskey Myers
490,spotify:artist:1sX1MkGoDKuMzzhaALPFyZ,Jason Boland & The Stragglers
491,spotify:artist:6zLBxLdl60ekBLpawtT63I,Cody Johnson
492,spotify:artist:2ptmyXoL7poH6Zq62h1QT9,Merle Haggard
494,spotify:artist:6nwh8AhPpbwOUnHZJWrHT6,David Allan Coe
495,spotify:artist:2cNV8vNe2fPFf6OfGOBbSS,Mark Chesnutt
496,spotify:artist:3KmQJ2e3T7Gn1UurVpReXs,Gary Stewart
497,spotify:artist:3mSAqBoXQgdlpwzWsIgBzL,Merle Haggard & The Strangers
498,spotify:artist:3Ay15wt0QChT4Kapsuw5Jt,Clint Black
500,spotify:artist:0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn
501,spotify:artist:7vCtweS8UVAXTyau2j0rDT,Josh Turner
502,spotify:artist:1DTZRmlVZBxx2wRQBtx6yi,Midland
503,spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone
504,spotify:artist:1anyVhU62p31KFi8MEzkbf,Chance The Rapper
505,spotify:artist:3KV3p5EY4AvKxOlhGHORLg,Jeremih
506,spotify:artist:55Aa2cqylxrFIXC767Z865,Lil Wayne
507,spotify:artist:01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco
508,spotify:artist:7pFeBzX627ff0VnN6bxPR4,Desiigner
509,spotify:artist:67nwj3Y5sZQLl72VNUHEYE,Wale
510,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Migos
511,spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake
512,spotify:artist:0c173mlxpT3dSFRgMO8XPh,Big Sean
513,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller
514,spotify:artist:0A0FS04o6zMoto8OKPsDwY,YG
515,spotify:artist:20sxb77xiYeusSH8cVdatc,Meek Mill
517,spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ,Timbaland
518,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q
519,spotify:artist:2cFrymmkijnjDg9SS92EPM,blackbear
521,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,J. Cole
524,spotify:artist:31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie
525,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott
526,spotify:artist:2o8lOQRjzsSC8UdbNN88HN,mansionz
527,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,Russ
529,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar
530,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,Aminé
532,spotify:artist:4kYSro6naA4h99UJvo89HB,Cardi B
534,spotify:artist:5gCRApTajqwbnHHPbr2Fpi,Juicy J
535,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,Macklemore
538,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd
540,spotify:artist:7dWYWUbO68rXJOcyA7SpJk,Fort Minor
542,spotify:artist:3ApUX1o6oSz321MMECyIYd,Quinn XCII
544,spotify:artist:1gPhS1zisyXr5dHTYZyiMe,Kevin Gates
