,track_uri,track_name,artist_name,artist_uri,album_uri,album_name
35,spotify:track:2nbClS09zsIAqNkshg6jnp,Closer,Ne-Yo,spotify:artist:21E3waRsmPlU7jZsS13rcj,spotify:album:1nv3KEXZPmcwOXMoLTs1vn,Year Of The Gentleman
36,spotify:track:69ghzc538EQSVon2Gm3wrr,One Less Lonely Girl,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:album:1rG5TDs3jYh6OU753I54CI,My World
37,spotify:track:1kusepF3AacIEtUTYrw4GV,Paper Planes,M.I.A.,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,spotify:album:1Lymt1abGCr3J06bbnmWca,Kala
38,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,spotify:album:4undIeGmofnAYKhnDclN1w,Hot Fuss
39,spotify:track:12qZHAeOyTf93YAWvGDTat,All The Small Things,blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,spotify:album:1fF8kYX49s5Ufv4XEY5sjW,Enema Of The State
40,spotify:track:2jFlMILIQzs7lSFudG9lbo,Beep,The Pussycat Dolls,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ,spotify:album:0ylxpXE00fVxh6d60tevT8,PCD
41,spotify:track:4I2GqMe7L2ccMpUbnDzYLH,Somebody To Love,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:album:6gdLfnf2vdNlMTyhJHaDLs,My Worlds
42,spotify:track:5lDriBxJd22IhOH9zTcFrV,Dirty Little Secret,The All-American Rejects,spotify:artist:3vAaWhdBR38Q02ohXqaNHT,spotify:album:3PWEGZ6CYvXRnr0JCECsDe,Move Along
43,spotify:track:2eJ8ij1T3cNUKiGdcUvKhy,Baby,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:album:6gdLfnf2vdNlMTyhJHaDLs,My Worlds
44,spotify:track:5y69gQtK33qxb8a24ACkCy,A Thousand Miles,Vanessa Carlton,spotify:artist:5ILrArfIV0tMURcHJN8Q07,spotify:album:7D6BFTArx2ajtkKRVXIKO2,Be Not Nobody
45,spotify:track:1X5WGCrUMuwRFuYU1eAo2I,Livin on Sunday,Cris Cab,spotify:artist:7vWBZm3sQ8yQvfV4nXxHXK,spotify:album:2kNznk4KDkYXifzOAUDoXN,Red Road
46,spotify:track:3utIAb67sOu0QHxBE88P1M,See You Again,Miley Cyrus,spotify:artist:5YGY8feqx7naU7z4HrwZM6,spotify:album:6SkirMQoL4QhnXOM5MH5El,See You Again
47,spotify:track:3jkdQNkDTxxXtjSO4l0o1H,How Do You Sleep? - Featuring Ludacris,Jesse McCartney,spotify:artist:2Hjj68yyUPiC0HKEOigcEp,spotify:album:2tDCfKFy2YW9N0IwNSRdOJ,Departure - Recharged
48,spotify:track:5c1sfI6wIQEsSUw0xrkFdl,This Is Me,Demi Lovato,spotify:artist:6S2OmqARrzebs0tKUEyXyp,spotify:album:6vykWEBzBfEKYJxEFR1AQl,Camp Rock Original Soundtrack
49,spotify:track:6sqNctd7MlJoKDOxPVCAvU,My Happy Ending,Avril Lavigne,spotify:artist:0p4nmQO2msCgU4IF37Wi3j,spotify:album:7851Vsjv3apS52sXUik6iF,Under My Skin
50,spotify:track:1b7vg5T9YKR3NNqXfBYRF7,Check Yes Juliet,We The Kings,spotify:artist:3ao3jf5d70Tf4fPh2bnXVl,spotify:album:2F1hfUOuMnOxtSfrktL8VX,We The Kings
52,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,Eye of the Tiger,Survivor,spotify:artist:26bcq2nyj5GB7uRr558iQg,spotify:album:4PT9VulQaQP6XR1xBI2x1W,Eye Of The Tiger
53,spotify:track:1MYYt7h6amcrauCOoso3Gx,Libera Me From Hell (Tengen Toppa Gurren Lagann),Daniel Tidwell,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,spotify:album:3q8vR3PFV8kG1m1Iv8DpKq,Versus Hollywood
54,spotify:track:3x2mJ2bjCIU70NrH49CtYR,Pokémon Theme,Daniel Tidwell,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,spotify:album:3q8vR3PFV8kG1m1Iv8DpKq,Versus Hollywood
55,spotify:track:1Pm3fq1SC6lUlNVBGZi3Em,Concerning Hobbits (The Lord of the Rings),Daniel Tidwell,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,spotify:album:3q8vR3PFV8kG1m1Iv8DpKq,Versus Hollywood
56,spotify:track:1NXTEkIeRL59NK61QuhYUl,The Blood of Cuchulainn (The Boondock Saints),Daniel Tidwell,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,spotify:album:3q8vR3PFV8kG1m1Iv8DpKq,Versus Hollywood
57,spotify:track:3RGlJJFkWEavxeRQr9ivAd,He's a Pirate (Pirates of the Caribbean),Daniel Tidwell,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,spotify:album:3q8vR3PFV8kG1m1Iv8DpKq,Versus Hollywood
58,spotify:track:0e9hR1vTrzlUvFH5PgA9rY,Very Bloody Tears (Castlevania II: Simon's Quest),Daniel Tidwell,spotify:artist:7zdmbPudNX4SQJXnYIuCTC,spotify:album:60wUpRwDRF1jmViHaW2yu4,Versus Video Games
59,spotify:track:7dkbEHIMLoeuG4zXGmzhEH,U.N. Owen Was Her? (Remix),Kaleptik,spotify:artist:6BKWwLs98ZY3ifhCDNGvLk,spotify:album:38tJMNu2lPatR7xnPchOOB,"Video Game Remixes, Vol. 1"
60,spotify:track:7nZnCjIJ8JigdMqJ36yRRm,I am the Doctor in Utah,Ben Foster,spotify:artist:6Gp8BbKAqPO3R0UAYkm8J0,spotify:album:2t34tkX7TR5rYKMu3WYO0z,Doctor Who: Series 6 (Original Television Soundtrack)
61,spotify:track:2TK2KSrzXD6W01qjXVjNGh,The Room Where It Happens,Leslie Odom Jr.,spotify:artist:3cR4rhS2hBWqI7rJEBacvN,spotify:album:1kCHru7uhxBUdzkm4gzRQc,Hamilton
62,spotify:track:3nJYcY9yvKP8Oi2Ml8brXt,Right Hand Man,Christopher Jackson,spotify:artist:6sLwRSXSUF5JTUnQaFenyj,spotify:album:1kCHru7uhxBUdzkm4gzRQc,Hamilton
63,spotify:track:4TTV7EcfroSLWzXRY6gLv6,Alexander Hamilton,Leslie Odom Jr.,spotify:artist:3cR4rhS2hBWqI7rJEBacvN,spotify:album:1kCHru7uhxBUdzkm4gzRQc,Hamilton
64,spotify:track:4cxvludVmQxryrnx1m9FqL,My Shot,Lin-Manuel Miranda,spotify:artist:4aXXDj9aZnlshx7mzj3W1N,spotify:album:1kCHru7uhxBUdzkm4gzRQc,Hamilton
65,spotify:track:5CQ30WqJwcep0pYcV4AMNc,Stairway To Heaven,Led Zeppelin,spotify:artist:36QJpDe2go2KgaRleHCDTp,spotify:album:44Ig8dzqOkvkGDzaUof9lK,Led Zeppelin IV
66,spotify:track:1HZ3cUZUw5htSFmah1V8Ko,Shine,Collective Soul,spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6,spotify:album:3uSVy9q97sAzd5UE0dMdOT,"Hints, Allegations & Things Left Unsaid"
67,spotify:track:43pmQcgxMMhJu1gPW2ZdNz,Ghost Love Score,Nightwish,spotify:artist:2NPduAUeLVsfIauhRwuft1,spotify:album:7pYmXPG9Wj5nvC5jFM0yEW,Once
68,spotify:track:6Vz7vzOpCwKeSQlfViibuY,Crazy,Seal,spotify:artist:5GtMEZEeFFsuHY8ad4kOxv,spotify:album:3NehJpD5x3MUtpl8jDTHaa,Best 1991 - 2004
69,spotify:track:4sFbojhVXQv7dBC9PVCcRn,Sympathy For The Devil,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,spotify:album:5WZFtmADuJUZPtt0NER0Qi,Beggars Banquet
70,spotify:track:1dv3ePjze9tPq2pk8eWJdR,Gimme Shelter,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,spotify:album:0c78nsgqX6VfniSNWIxwoD,Let It Bleed
71,spotify:track:5EWPGh7jbTNO2wakv8LjUI,Free Bird,Lynyrd Skynyrd,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,spotify:album:6DExt1eX4lflLacVjHHbOs,Pronounced' Leh-'Nerd 'Skin-'Nerd
72,spotify:track:1GqlvSEtMx5xbGptxOTTyk,Peace of Mind,Boston,spotify:artist:29kkCKKGXheHuoO829FxWK,spotify:album:2QLp07RO6anZHmtcKTEvSC,Boston
73,spotify:track:39C5FuZ8C8M0QI8CrMsPkR,Foreplay / Long Time,Boston,spotify:artist:29kkCKKGXheHuoO829FxWK,spotify:album:2QLp07RO6anZHmtcKTEvSC,Boston
74,spotify:track:4aVuWgvD0X63hcOCnZtNFA,Hold the Line,Toto,spotify:artist:0PFtn5NtBbbUNbU9EAmIWF,spotify:album:1mnu4hYvdwQgZXcNvtJ3D3,Toto
75,spotify:track:4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,spotify:artist:2hl0xAkS2AIRAu23TVMBG1,spotify:album:7MejfRSNnrpcLZIxkeZDqR,Leftoverture
76,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,Queen,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,spotify:album:1TSZDcvlPtAnekTaItI3qO,A Night At The Opera
77,spotify:track:4CJVkjo5WpmUAKp3R44LNb,Sweet Home Alabama,Lynyrd Skynyrd,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,spotify:album:5rtOJsiDDjA9V5306cyTRS,Second Helping
78,spotify:track:1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,spotify:artist:29kkCKKGXheHuoO829FxWK,spotify:album:2QLp07RO6anZHmtcKTEvSC,Boston
79,spotify:track:2nVHqZbOGkKWzlcy1aMbE7,Kashmir,Led Zeppelin,spotify:artist:36QJpDe2go2KgaRleHCDTp,spotify:album:1lZahjeu4AhPkg9JARZr5F,Physical Graffiti
80,spotify:track:6MpMuAuLzFFfwB8QzWL1iZ,The Majestic Tale (Of A Madman In A Box),Ben Foster,spotify:artist:6Gp8BbKAqPO3R0UAYkm8J0,spotify:album:2t34tkX7TR5rYKMu3WYO0z,Doctor Who: Series 6 (Original Television Soundtrack)
81,spotify:track:7o2CTH4ctstm8TNelqjb51,Sweet Child O' Mine,Guns N' Roses,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,spotify:album:3I9Z1nDCL4E0cP62flcbI5,Appetite For Destruction
82,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,Creedence Clearwater Revival,spotify:artist:3IYUhFvPQItj6xySrBmZkd,spotify:album:31q47gQszFt0CddSyMksgO,Willy And The Poor Boys
83,spotify:track:0XIvZ82aDF7JiSi3ZE320u,Rock You Like A Hurricane,Scorpions,spotify:artist:27T030eWyCQRmDyuvr1kxY,spotify:album:6d4dgGamepehj0WwsYXTKi,Love At First Sting
84,spotify:track:3QZ7uX97s82HFYSmQUAN1D,Tom Sawyer,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,spotify:album:2xg7iIKoSqaDNpDbJnyCjY,Moving Pictures
85,spotify:track:6UGHk2cmbDC1oidVjXcCKo,Red Barchetta,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,spotify:album:2xg7iIKoSqaDNpDbJnyCjY,Moving Pictures
86,spotify:track:3lpDrxUkr0tIe1kmJvdK7d,YYZ,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,spotify:album:2xg7iIKoSqaDNpDbJnyCjY,Moving Pictures
87,spotify:track:0K6yUnIKNsFtfIpTgGtcHm,Limelight,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,spotify:album:2xg7iIKoSqaDNpDbJnyCjY,Moving Pictures
88,spotify:track:0hBby0yygBY1u3m6tSpZgC,The Camera Eye,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,spotify:album:2xg7iIKoSqaDNpDbJnyCjY,Moving Pictures
89,spotify:track:6cbBAD1AAYVaQR1cx89AZX,Witch Hunt,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,spotify:album:2xg7iIKoSqaDNpDbJnyCjY,Moving Pictures
90,spotify:track:1k0GxoZYv3Yx5mNeXMOZN2,Vital Signs,Rush,spotify:artist:2Hkut4rAAyrQxRdof7FVJq,spotify:album:2xg7iIKoSqaDNpDbJnyCjY,Moving Pictures
91,spotify:track:74tqql9zP6JjF5hjkHHUXp,Like You,Hoody,spotify:artist:7lXgbtBDcCRbfc5f8FhGUL,spotify:album:7hq1c0ZrLiSKxzhoRacoG7,On And On
92,spotify:track:4erhEGuOGQgjv3p1bccnpn,GOOD (feat. ELO),Loco,spotify:artist:2e4G04F77jxVuDYo44TCSm,spotify:album:4UlGIso11ixt3WiNUPZ4kT,GOOD (feat. ELO)
93,spotify:track:4hRA2rCPaCOpoEIq5qXaBz,Inferiority Complex (feat. Eunha),Park Kyung,spotify:artist:0hT0UrjmzkLJouAT52ck6j,spotify:album:0WkXveHN5p6Md6ouIFJzBS,Inferiority Complex (feat. Eunha)
94,spotify:track:1enx9LPZrXxaVVBxas5rRm,Ordinary Love,Park Kyung,spotify:artist:0hT0UrjmzkLJouAT52ck6j,spotify:album:6nI5vvp4jsLHC9M55PTqDE,Ordinary Love (Feat.Park Boram)
95,spotify:track:0WNGsQ1oAuHzNTk8jivBKW,Spring Day,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,spotify:album:7LF4N7lvyDhrPBuCJ1rplJ,You Never Walk Alone
96,spotify:track:24psBRmEw3kHjBGZfl1dmb,Ah-Choo,Lovelyz,spotify:artist:3g34PW5oNmDBxMVUTzx2XK,spotify:album:5ZJuawNI3RvxURIBtsDHs0,Lovelyz8
97,spotify:track:06L1apH8kLF47dbhZ4Zg9A,BREATHE,LEE HI,spotify:artist:7cVZApDoQZpS447nHTsNqu,spotify:album:1xnXVzinhfO4I9CzTocPfh,SEOULITE
98,spotify:track:2qWgqPdW1OiAP8KSBH1b93,FXXK WIT US,LEE HI,spotify:artist:7cVZApDoQZpS447nHTsNqu,spotify:album:1xnXVzinhfO4I9CzTocPfh,SEOULITE
99,spotify:track:2PTf3zh9UUsgdxQ5b0eXg8,I Will Show You,Ailee,spotify:artist:3uGFTJ7JMllvhgGpumieHF,spotify:album:7IyU3Bqm8ERDh7i4wq4OuN,U&I
100,spotify:track:7tIJDktakabGoHjwTTa35W,Take Me,Miso,spotify:artist:1ukccHTdm6Xjmag0QLNJBx,spotify:album:7Cr3sCsROrVfclDb7d9z5z,Take Me
101,spotify:track:6ToAD7ajJidQTDn72OncDG,꺼내 먹어요 (Eat),Zion.T,spotify:artist:5HenzRvMtSrgtvU16XAoby,spotify:album:3JdBY835ai83ZEVwvBsIDN,꺼내 먹어요 (Eat) - Single
102,spotify:track:6yEfq48XkEzCg0TwY6Hhkb,No Make Up,Zion.T,spotify:artist:5HenzRvMtSrgtvU16XAoby,spotify:album:5vudrVEnoTqgAgATgafUL2,No Make Up - Single
103,spotify:track:1ZgfAxHQCXLt8o1VXEHHAt,Oh NaNa (Hidden. HUR YOUNG JI),KARD,spotify:artist:2JhAlkmukNvarUpGhTFXUQ,spotify:album:2HpryOOYLbnST4aCT5v4lF,"K.A.R.D Project Vol.1 ""Oh NaNa"""
104,spotify:track:4b1sQpvL7QVgamRZ74F1oA,Don't Recall,KARD,spotify:artist:2JhAlkmukNvarUpGhTFXUQ,spotify:album:4wTkdR3v9qFdRuCf2hpBZn,"K.A.R.D Project Vol.2 ""Don't Recall"""
105,spotify:track:0AO2yQNGcH0ASHHU5lS4lT,양화대교 (Yanghwa Brdg),Zion.T,spotify:artist:5HenzRvMtSrgtvU16XAoby,spotify:album:06ngphQtoWwkns4H1tpXnq,양화대교 (Yanghwa Brdg) - Single
106,spotify:track:0g1AmSKokPboFrxmG1dxKx,Some (feat.Geeks Lil Boi),Soyou & Junggigo,spotify:artist:31oLAWK0QuX1XLh6FmlTye,spotify:album:2r1oAmMSnUasXigJ2fTwk6,Some
107,spotify:track:5S5gGOsUarzRXKoaSstwba,Me Like Yuh,Jay Park,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,spotify:album:0pW6Q9brZc5MEmrMx9aAUV,Everything You Wanted
108,spotify:track:4z8xFgX0Xq1T9xXomoDLJ2,사실은 The Truth Is,Jay Park,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,spotify:album:0pW6Q9brZc5MEmrMx9aAUV,Everything You Wanted
109,spotify:track:4Y6Voc2xpc4lPD5iKpN4o2,Solo (feat. Hoody),Jay Park,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,spotify:album:0pW6Q9brZc5MEmrMx9aAUV,Everything You Wanted
110,spotify:track:2fRojxstKd6Tz9VziOeo9n,Boys and Girls (feat. Babylon),Zico,spotify:artist:4XpUIb8uuNlIWVKmgKZXC0,spotify:album:2alo2kIobb6naSuL1ABFOR,Boys And Girls
111,spotify:track:2BPXILn0MqOe5WroVXlvN1,I will go to you like the first snow,Ailee,spotify:artist:3uGFTJ7JMllvhgGpumieHF,spotify:album:42jhVkCdzN4cuIvc0QyXbS,Guardian (Original Television Soundtrack) Part 9
112,spotify:track:1zl7VGjTBriRXgdHEb6z1e,Rose,LEE HI,spotify:artist:7cVZApDoQZpS447nHTsNqu,spotify:album:4m0yIZ1YpdcKQAoDJq466S,First Love
113,spotify:track:2MSjhkw47sGrjbZhColyVx,Aquaman,Jay Park,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,spotify:album:0pW6Q9brZc5MEmrMx9aAUV,Everything You Wanted
114,spotify:track:4ZSLc2F15wKVPjyLt169tt,Just One Day,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,spotify:album:5DIb84mvBHZnYFpIsdt2tL,Skool Luv Affair
115,spotify:track:67BbMuItfrHmaNqDxBPF7c,WHISTLE - KR Ver.,BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,spotify:album:71QEBJY33oG0l5rqs2kR1c,SQUARE ONE
116,spotify:track:0yiigrFvNj02eIlqM8ZGXf,The Manual,Eddy Kim,spotify:artist:1sVSMPPNMMSZ7cQNfbvMOe,spotify:album:2wlvWp989pPkneKvm4gEw3,The Manual
117,spotify:track:0mtuqz4rcMYCKjF1cjmlu6,Heartstrings,Jung Yong Hwa,spotify:artist:6zhAP0FoDccL9kuETOC20q,spotify:album:4wPXtpmM46V8TgyE2cgkiZ,Heartstrings OST Part.1
118,spotify:track:7dkX68UnlbaCBWNDWSrthP,See My Eyes (Heartstring OST),Jung Yong Hwa,spotify:artist:6zhAP0FoDccL9kuETOC20q,spotify:album:1neFsFSVrQTEJKProXNMG0,Korea OST Top Hits 2014
119,spotify:track:2sdf2x4YLaHb1k9HtE9cBs,Can't Stop,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,spotify:album:1FezVdVT78L4wviMeDX7tn,Can't Stop
120,spotify:track:00z4wF0iJsp6GwDkQxkGs6,You're So Fine,CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,spotify:album:6yALf97g5ssJkYmNXmr2nP,BLUEMING
121,spotify:track:0k6ItoyE50QuW50nGYLO2v,Drive (feat. Gray),Jay Park,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,spotify:album:0pW6Q9brZc5MEmrMx9aAUV,Everything You Wanted
122,spotify:track:61NMqZzdUmRHw1KdS1honh,Mr. Chu,Apink,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,spotify:album:2EHA3up6S0LpzQLZ7XlRsb,Pink LUV + Blossom
123,spotify:track:0PibTyOTrNsVfQReWmPhc8,NoNoNo,Apink,spotify:artist:2uWcrwgWmZcQc3IPBs3tfU,spotify:album:6eiG2ul2v7SQKtqGb0zjfU,APINK BEAST ALBUM
